ef_search,feature,bin,count,min_x,max_x,mean_x,mean_loss,query_standard_error,mean_disagreement,harmful_fraction
128,random_inversion_rate,7,1337,0.0390625,0.041015625,0.039985742333582645,0.1161555721765146,0.0023626603264157034,0.12415856394913985,0.7786088257292446
128,random_inversion_rate,8,940,0.04296875,0.044921875,0.04385596742021276,0.1198936170212766,0.0028950770613729512,0.12999999999999998,0.7872340425531915
128,random_inversion_rate,9,1082,0.046875,0.080078125,0.051391375924214416,0.12624768946395565,0.002797643638709591,0.13493530499075784,0.8068391866913124
128,candidate_count,0,999,464,1214,974.1511511511511,0.11771771771771773,0.0028249462649674343,0.1185185185185185,0.7867867867867868
128,candidate_count,1,1001,1215,1507,1369.6713286713286,0.1126873126873127,0.0026611631553761592,0.11528471528471526,0.7792207792207793
128,candidate_count,2,994,1508,1689,1604.2082494969818,0.11629778672032194,0.0026470303313878667,0.11961770623742453,0.7917505030181087
128,candidate_count,3,1006,1690,1833,1764.5785288270379,0.11699801192842944,0.0027667490750202047,0.12206759443339958,0.7813121272365805
128,candidate_count,4,994,1834,1945,1889.917505030181,0.11358148893360163,0.002698332273699936,0.11861167002012071,0.7847082494969819
128,candidate_count,5,995,1946,2035,1990.5185929648242,0.1128643216080402,0.0026404199517556597,0.12100502512562812,0.7829145728643216
128,candidate_count,6,1011,2036,2124,2080.786350148368,0.11186943620178043,0.002658637586530376,0.12017804154302668,0.7675568743818002
128,candidate_count,7,998,2125,2209,2167.3216432865734,0.11292585170340683,0.0027203332842935185,0.12595190380761523,0.7655310621242485
128,candidate_count,8,999,2210,2314,2258.09009009009,0.11321321321321322,0.0027254090138464112,0.1285285285285285,0.7607607607607607
128,candidate_count,9,1003,2315,2795,2417.15852442672,0.11365902293120637,0.002757680501488621,0.13609172482552342,0.7637088733798604
